comment_id,anonymous,graduating_year,job_title,program,overall_score,job_support,school
266590,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
266440,True,2018,,Software Engineer Track: In-Person,1.0,1.0,app-academy
266314,True,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
266313,False,2020,Aspiring Software Engineer &amp; App Academy graduate,Software Engineer Track: Online,3.7,5.0,app-academy
266287,False,2020,,Software Engineer Track: Online,4.7,5.0,app-academy
265030,False,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
265027,False,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
265026,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
265025,False,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
265022,False,2020,Software Engineer,Software Engineer Track: In-Person,3.7,4.0,app-academy
265021,False,2020,Software Engineer,Software Engineer Track: In-Person,3.7,4.0,app-academy
265020,False,2020,,Software Engineer Track: In-Person,4.3,5.0,app-academy
265019,False,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
265015,False,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
265010,True,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
265009,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
265005,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
265003,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
264990,False,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
264980,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
264971,True,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
264944,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
264942,False,2020,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
264916,True,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
264894,False,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
264881,False,2020,,Software Engineer Track: In-Person,4.3,5.0,app-academy
264877,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
264874,True,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
264873,False,2020,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
264871,False,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
264869,False,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
264362,False,2020,,Software Engineer Track: Online,3.7,4.0,app-academy
264307,False,2020,Software Engineer,Software Engineer Track: Online,4.3,5.0,app-academy
264297,False,2020,,Software Engineer Track: Online,2.3,3.0,app-academy
264214,True,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
264200,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
264149,True,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
264141,True,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
264139,True,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
264136,True,2020,,Software Engineer Track: Online,4.3,4.0,app-academy
263635,False,2020,,Software Engineer Track: Online,4.3,4.0,app-academy
263632,True,2019,,Software Engineer Track: Online,4.7,5.0,app-academy
263464,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
263459,True,2019,,Software Engineer Track: Online,4.0,3.0,app-academy
263454,True,2019,,Software Engineer Track: Online,3.7,3.0,app-academy
263444,True,2019,,Software Engineer Track: Online,4.3,3.0,app-academy
263404,False,2019,,Software Engineer Track: Online,4.7,4.0,app-academy
263386,False,2019,,Software Engineer Track: Online,4.7,5.0,app-academy
263384,True,2019,,Software Engineer Track: Online,4.0,3.0,app-academy
263383,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
263376,False,2019,,Software Engineer Track: Online,4.0,3.0,app-academy
263374,False,2020,,Software Engineer Track: Online,4.7,4.0,app-academy
263371,False,2019,,Software Engineer Track: Online,4.0,4.0,app-academy
263356,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
263353,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
263339,False,2020,,Software Engineer Track: Online,4.3,4.0,app-academy
263335,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
263329,False,2019,,Software Engineer Track: Online,4.7,5.0,app-academy
263317,False,2020,,Software Engineer Track: Online,4.0,4.0,app-academy
263307,False,2020,,Software Engineer Track: Online,4.7,5.0,app-academy
263292,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
263278,False,2020,,,5.0,5.0,app-academy
263271,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
263254,False,2020,,Software Engineer Track: Online,4.3,4.0,app-academy
263249,True,2020,,Software Engineer Track: Online,4.7,5.0,app-academy
263229,True,2020,,,2.0,1.0,app-academy
263204,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263198,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263193,True,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
263192,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263191,False,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
263185,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
263175,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263174,False,2020,,Software Engineer Track: In-Person,4.3,5.0,app-academy
263156,False,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
263155,False,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
263152,True,2020,,Software Engineer Track: In-Person,3.7,3.0,app-academy
263151,True,2020,,Software Engineer Track: In-Person,4.0,3.0,app-academy
263150,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
263149,True,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
263147,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263146,True,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
263142,False,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
263134,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
263133,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
263131,False,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
263130,True,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263129,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263100,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
263097,True,2020,,Software Engineer Track: In-Person,3.3,1.0,app-academy
263096,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263093,True,2020,,Software Engineer Track: In-Person,3.3,3.0,app-academy
263092,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
263087,True,2020,,Software Engineer Track: In-Person,3.3,2.0,app-academy
262644,False,2019,,,3.7,3.0,app-academy
261986,False,2019,,Software Engineer Track: In-Person,3.7,3.0,app-academy
261973,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
261837,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261770,True,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
261766,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261765,False,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
261764,True,2020,,Software Engineer Track: In-Person,4.3,3.0,app-academy
261763,False,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261762,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261742,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261739,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261733,True,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261730,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261727,False,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
261716,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261714,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261712,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261702,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261696,True,2019,,Software Engineer Track: In-Person,4.0,3.0,app-academy
261681,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261680,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261677,True,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
261671,True,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
261667,True,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
261664,True,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
261662,True,2020,,Software Engineer Track: In-Person,3.3,3.0,app-academy
261661,True,2020,,,3.3,3.0,app-academy
261660,True,2019,,Software Engineer Track: In-Person,4.0,3.0,app-academy
261659,False,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
261658,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261656,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261655,False,2019,,Software Engineer Track: In-Person,3.3,2.0,app-academy
261654,False,2019,,Software Engineer Track: In-Person,4.3,3.0,app-academy
261653,False,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
261652,True,2020,,Software Engineer Track: In-Person,4.0,3.0,app-academy
261649,True,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
261648,False,2020,,Software Engineer Track: In-Person,4.3,4.0,app-academy
261646,True,2020,,Software Engineer Track: In-Person,3.3,3.0,app-academy
261644,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261642,False,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261641,False,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261640,False,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261638,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261637,True,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261636,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261635,False,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261634,False,2020,,Software Engineer Track: In-Person,4.7,5.0,app-academy
261631,False,2020,,Software Engineer Track: In-Person,3.0,3.0,app-academy
261630,False,2020,,Software Engineer Track: In-Person,4.7,4.0,app-academy
261629,False,2019,,Software Engineer Track: In-Person,3.3,3.0,app-academy
261628,False,2020,,Software Engineer Track: In-Person,3.7,4.0,app-academy
261627,True,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261626,True,2020,,Software Engineer Track: In-Person,5.0,5.0,app-academy
261625,True,2020,,Software Engineer Track: In-Person,4.3,5.0,app-academy
261623,True,2020,,Software Engineer Track: In-Person,4.0,4.0,app-academy
261555,False,2020,,Software Engineer Track: Online,5.0,5.0,app-academy
261552,False,2020,,Software Engineer Track: Online,4.3,4.0,app-academy
261237,True,2019,,Software Engineer Track: In-Person,1.7,1.0,app-academy
259577,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259576,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259557,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259548,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
259532,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259521,True,2019,,Software Engineer Track: In-Person,3.7,3.0,app-academy
259518,True,2019,,Software Engineer Track: In-Person,3.0,3.0,app-academy
259512,False,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
259506,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259505,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259504,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259503,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259502,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259501,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
259500,True,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
259499,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259496,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
259493,True,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
259469,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259457,False,2019,,Software Engineer Track: Online,3.7,4.0,app-academy
259456,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259424,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259421,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
259418,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
259416,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
259415,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259412,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
259411,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
259410,False,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
259370,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
259324,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
259278,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
259274,True,2019,,Software Engineer Track: Online,4.0,4.0,app-academy
259271,True,2019,,Software Engineer Track: Online,4.7,5.0,app-academy
259270,False,2019,,Software Engineer Track: Online,4.7,5.0,app-academy
259267,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
259261,False,2019,,Software Engineer Track: Online,4.7,4.0,app-academy
258469,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
257312,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
257261,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
257260,False,2019,,Software Engineer Track: In-Person,3.7,3.0,app-academy
257258,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
257257,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
257021,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256793,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
256395,False,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
256313,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
256312,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256308,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
256307,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256306,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256304,False,2019,,,5.0,5.0,app-academy
256302,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256301,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256280,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
256277,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
256275,False,2019,,,4.7,5.0,app-academy
256274,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
256272,False,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
256271,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256270,False,2019,,,5.0,5.0,app-academy
256269,False,2019,,,5.0,5.0,app-academy
256267,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256266,True,2019,,,4.0,4.0,app-academy
256264,False,2019,,,5.0,5.0,app-academy
256263,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256262,False,2019,,Software Engineer Track: In-Person,3.7,4.0,app-academy
256260,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256259,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
256258,False,2019,,,4.0,4.0,app-academy
256099,False,2019,,Software Engineer Track: Online,4.7,5.0,app-academy
256044,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
255815,True,2019,,,5.0,5.0,app-academy
255814,True,2019,,,5.0,5.0,app-academy
255811,False,2019,,,4.7,5.0,app-academy
255808,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
254387,False,2019,,,5.0,5.0,app-academy
254379,False,2019,,,5.0,5.0,app-academy
254369,True,2019,,,5.0,,app-academy
253739,False,2019,,,4.0,4.0,app-academy
252786,False,2019,Back End Engineer,Software Engineer Track: Online,5.0,5.0,app-academy
252918,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
252913,False,2019,,Software Engineer Track: Online,5.0,5.0,app-academy
252911,False,2019,,Software Engineer Track: Online,4.7,4.0,app-academy
252896,False,2019,,Software Engineer Track: Online,4.0,4.0,app-academy
252894,False,2019,Software Engineer,Software Engineer Track: Online,4.0,4.0,app-academy
253233,False,2019,Software Dev,Software Engineer Track: In-Person,4.0,4.0,app-academy
253231,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
253203,False,2019,,Software Engineer Track: In-Person,3.7,4.0,app-academy
253201,True,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
253192,True,2019,student- full stack in person,Software Engineer Track: In-Person,2.7,3.0,app-academy
253189,True,2019,,,2.3,1.0,app-academy
253152,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
253139,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
253112,True,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
253083,False,2019,Software Developer,Software Engineer Track: In-Person,4.0,4.0,app-academy
253080,False,2019,Software Developer,Software Engineer Track: In-Person,3.5,,app-academy
253078,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
253077,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
253072,True,2019,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
253069,True,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
253059,True,2019,,Software Engineer Track: In-Person,3.7,4.0,app-academy
253056,False,2019,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
253043,False,2019,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
253006,True,2019,,,3.7,3.0,app-academy
253001,True,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
252995,True,2019,Student,Software Engineer Track: In-Person,4.0,4.0,app-academy
252993,False,2019,,Software Engineer Track: In-Person,4.5,,app-academy
252987,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
252981,True,2019,Software Developer,Software Engineer Track: In-Person,4.3,4.0,app-academy
252971,True,2019,Software Developer,,5.0,5.0,app-academy
252953,False,2019,Software Developer,,4.0,3.0,app-academy
252937,True,2019,Software Engineer,Software Engineer Track: In-Person,4.0,4.0,app-academy
252935,True,2019,Software Engineer,,5.0,5.0,app-academy
252920,True,2019,,,3.7,3.0,app-academy
252970,True,2019,,Software Engineer Track: In-Person,3.3,3.0,app-academy
252916,False,2019,Software Developer,Software Engineer Track: In-Person,4.3,4.0,app-academy
252914,True,2019,,,5.0,,app-academy
252638,True,2019,Software Engineer,Software Engineer Track: In-Person,4.7,5.0,app-academy
250683,True,2017,Dev,Software Engineer Track: In-Person,1.3,1.0,app-academy
250675,True,2019,,,5.0,5.0,app-academy
250596,False,2019,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
250513,False,2019,Full Stack Software Developer,Software Engineer Track: In-Person,4.7,4.0,app-academy
250512,True,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
250492,True,2019,,Software Engineer Track: In-Person,4.0,3.0,app-academy
250484,False,2019,Software Engineer,Software Engineer Track: In-Person,4.0,4.0,app-academy
250443,True,2019,Software Engineer,Software Engineer Track: In-Person,4.7,5.0,app-academy
251352,False,2019,Software Developer,Software Engineer Track: In-Person,4.3,4.0,app-academy
251334,True,2019,Software Developer,Software Engineer Track: In-Person,5.0,5.0,app-academy
251670,True,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
251270,False,2019,Full Stack Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
251262,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
250783,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
251475,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
251401,False,2019,software engineer,Software Engineer Track: In-Person,4.7,5.0,app-academy
251466,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
251338,True,2019,software engineer ,Software Engineer Track: In-Person,4.0,3.0,app-academy
250924,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
250902,True,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
251405,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
250504,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
251394,True,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
251375,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
251357,True,2019,Software Developer,Software Engineer Track: In-Person,5.0,5.0,app-academy
251354,False,2019,,Software Engineer Track: In-Person,4.0,,app-academy
251345,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
251344,False,2019,Software Developer,Software Engineer Track: In-Person,4.7,5.0,app-academy
251240,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
251223,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
251336,False,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
251207,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
251189,False,2019,,Software Engineer Track: In-Person,4.7,5.0,app-academy
251184,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
251333,True,2019,Student,Software Engineer Track: In-Person,4.5,,app-academy
251097,False,2019,,Software Engineer Track: In-Person,4.0,3.0,app-academy
251088,True,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
251481,False,2019,,Software Engineer Track: In-Person,3.0,3.0,app-academy
250652,False,2013,Software Engineer,Software Engineer Track: In-Person,5.0,,app-academy
250931,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247269,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
247763,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247472,False,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
247531,False,2018,Software Development Engineer,Software Engineer Track: In-Person,4.0,3.0,app-academy
247563,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
247494,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247497,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
245688,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247188,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247115,True,2019,Software Engineer,Software Engineer Track: In-Person,3.7,4.0,app-academy
247090,True,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
247417,False,2019,Software Developer,Software Engineer Track: In-Person,5.0,5.0,app-academy
247415,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
247394,False,2019,Student,Software Engineer Track: In-Person,4.0,3.0,app-academy
247387,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
247114,True,2019,,Software Engineer Track: In-Person,3.7,2.0,app-academy
247340,False,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
247425,False,2019,Software Developer,Software Engineer Track: In-Person,4.7,5.0,app-academy
247346,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247062,False,2019,,Software Engineer Track: In-Person,4.0,,app-academy
247052,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247030,True,2019,Software dev,Software Engineer Track: In-Person,5.0,5.0,app-academy
242450,True,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247355,True,2019,,Software Engineer Track: In-Person,4.7,4.0,app-academy
246953,False,2019,,Software Engineer Track: In-Person,4.3,4.0,app-academy
246945,False,2019,,,5.0,5.0,app-academy
232111,True,2019,,,5.0,,app-academy
245251,False,2019,,Software Engineer Track: In-Person,4.5,,app-academy
247301,False,2019,,Software Engineer Track: In-Person,4.3,5.0,app-academy
247219,False,2019,software-developer,Software Engineer Track: In-Person,5.0,5.0,app-academy
247154,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247134,False,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
247123,True,2019,,Software Engineer Track: In-Person,4.0,4.0,app-academy
246556,True,2019,Software Developer,Bootcamp Prep,5.0,5.0,app-academy
245742,True,2019,,Software Engineer Track: In-Person,5.0,,app-academy
236650,False,2019,Software Developer,Software Engineer Track: In-Person,5.0,5.0,app-academy
246993,True,2019,,Software Engineer Track: In-Person,5.0,5.0,app-academy
246924,True,2018,,Software Engineer Track: In-Person,4.7,4.0,app-academy
246686,True,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
246678,True,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
246600,False,2018,,Software Engineer Track: In-Person,4.7,5.0,app-academy
246626,False,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
245937,True,2018,Student,Software Engineer Track: In-Person,5.0,,app-academy
245821,False,2018,Software developer,Software Engineer Track: In-Person,5.0,5.0,app-academy
246885,True,2018,,Software Engineer Track: In-Person,5.0,,app-academy
246587,True,2018,,Software Engineer Track: In-Person,4.0,,app-academy
245635,False,2018,dev,Software Engineer Track: In-Person,5.0,,app-academy
245495,False,2018,,,4.3,5.0,app-academy
246500,False,2017,Software Eng,Software Engineer Track: In-Person,4.7,5.0,app-academy
246357,False,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
246305,True,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
246604,True,2018,Software Developer,Software Engineer Track: In-Person,4.7,4.0,app-academy
246261,True,2018,Developer,,5.0,5.0,app-academy
246307,True,2018,Software Developer,Software Engineer Track: In-Person,4.7,4.0,app-academy
246302,True,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
246897,False,2018,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,app-academy
246259,True,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
246071,True,2018,Software Dev student ,Software Engineer Track: In-Person,4.5,,app-academy
246042,False,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
245031,True,2018,Student,Software Engineer Track: In-Person,5.0,5.0,app-academy
246260,False,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
245246,False,2018,,Software Engineer Track: In-Person,5.0,,app-academy
244968,True,2018,Software Engineer ,Software Engineer Track: In-Person,4.0,4.0,app-academy
246215,True,2018,,Software Engineer Track: In-Person,4.5,,app-academy
246207,True,2018,Software Developer - Student,Software Engineer Track: In-Person,4.5,,app-academy
244878,True,2018,,Software Engineer Track: In-Person,4.3,5.0,app-academy
239153,False,2018,Application Developer,Software Engineer Track: In-Person,5.0,5.0,app-academy
246001,False,2018,,,4.0,4.0,app-academy
245953,False,2018,,Software Engineer Track: In-Person,4.3,5.0,app-academy
239967,False,2018,,Software Engineer Track: In-Person,4.0,5.0,app-academy
242595,False,2018,,Software Engineer Track: In-Person,4.3,4.0,app-academy
238821,False,2018,,Software Engineer Track: In-Person,4.0,4.0,app-academy
238651,False,2018,,Software Engineer Track: In-Person,4.0,,app-academy
238568,False,2018,,Software Engineer Track: In-Person,4.0,4.0,app-academy
238244,False,2018,Software Dev,Software Engineer Track: In-Person,5.0,5.0,app-academy
245812,False,2018,Software Developer,Software Engineer Track: In-Person,4.5,,app-academy
245793,True,2018,,Software Engineer Track: In-Person,5.0,,app-academy
242251,True,2018,,Software Engineer Track: In-Person,5.0,5.0,app-academy
245132,False,2018,,Software Engineer Track: In-Person,4.0,4.0,app-academy
241032,False,2018,Student,Software Engineer Track: In-Person,5.0,5.0,app-academy
245623,False,2018,,Software Engineer Track: In-Person,4.7,4.0,app-academy
245578,False,2018,Software Dev,Software Engineer Track: In-Person,4.3,4.0,app-academy
245572,False,2018,,,4.7,5.0,app-academy
