comment_id,anonymous,graduating_year,job_title,program,overall_score,job_support,school
270141,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
270119,False,2020,Fullstack Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269877,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269868,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
269848,False,2020,Full Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269840,False,2020,Junior Full Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269822,False,2020,Web Developper,Web Development Course - Full-Time,5.0,5.0,le-wagon
269784,False,2020,Le Wagon Istanbul Alumnus,Web Development Course - Full-Time,5.0,5.0,le-wagon
269781,False,2020,Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269753,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269732,False,2020,Banking,Data Science - Full-Time,5.0,5.0,le-wagon
269727,True,2020,,,3.0,3.0,le-wagon
269622,False,2020,Digital Designer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269608,False,2020,Full Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269605,False,2020,Full-Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269586,False,2020,Full Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269581,False,2020,Product Manager,Web Development Course - Full-Time,5.0,5.0,le-wagon
269537,False,2020,Full Stack Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269490,True,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269444,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
269443,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269423,False,2020,,Web Development Course - Full-Time,3.7,3.0,le-wagon
269403,False,2020,Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269389,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
269361,False,2020,,Web Development Course - Part-Time,4.3,3.0,le-wagon
269359,False,2020,Digital Technology Specialist,Web Development Course - Part-Time,5.0,5.0,le-wagon
269355,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
269347,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269346,False,2020,Full Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269236,False,2020,Full Stack Web Developer,Web Development Course - Part-Time,4.7,4.0,le-wagon
269178,False,2020,Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
269144,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269140,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269132,False,2020,People Analytics Manager,Web Development Course - Part-Time,5.0,5.0,le-wagon
269125,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269120,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
269110,True,2020,,Data Science - Full-Time,5.0,5.0,le-wagon
269008,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268965,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268952,False,2020,,Web Development Course - Full-Time,4.3,4.0,le-wagon
268936,False,2020,,Web Development Course - Full-Time,5.0,,le-wagon
268785,False,2020,Junior Fullstack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
268773,False,2020,Full Stack Developer,,5.0,5.0,le-wagon
268744,False,2020,,,5.0,5.0,le-wagon
268733,False,2020,,Data Science - Full-Time,5.0,5.0,le-wagon
268730,False,2020,Fullstack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
268685,False,2020,web developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
268678,False,2020,Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
268675,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268668,True,2020,Back end developer,,5.0,5.0,le-wagon
268643,False,2020,,Data Science - Full-Time,5.0,5.0,le-wagon
268641,False,2020,Junior web developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
268640,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268635,False,2020,Software Engineer,Web Development Course - Full-Time,4.7,4.0,le-wagon
268632,False,2020,software engineer,Web Development Course - Full-Time,5.0,5.0,le-wagon
268625,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268615,False,2020,Développeur Web Fullstack Freelance,Web Development Course - Full-Time,5.0,5.0,le-wagon
268612,True,2020,,,5.0,5.0,le-wagon
268604,True,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
268603,False,2020,Communications Director,Web Development Course - Full-Time,5.0,5.0,le-wagon
268601,False,2020,Full Stack Developer,Web Development Course - Part-Time,5.0,5.0,le-wagon
268596,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268588,False,2020,Software Engineer,Web Development Course - Full-Time,5.0,5.0,le-wagon
268587,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268570,False,2020,Software developer,,5.0,5.0,le-wagon
268567,False,2020,,Web Development Course - Full-Time,4.3,3.0,le-wagon
268560,True,2020,Fullstack web developper,Web Development Course - Full-Time,5.0,5.0,le-wagon
268529,False,2020,Web developer,,5.0,5.0,le-wagon
268505,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268503,True,2020,Web Developer,Web Development Course - Part-Time,5.0,5.0,le-wagon
268500,False,2020,Business Developer in the Web Industry,Web Development Course - Full-Time,5.0,5.0,le-wagon
268496,False,2020,Partner Operations Manager,Web Development Course - Part-Time,5.0,5.0,le-wagon
268492,False,2020,,Web Development Course - Full-Time,4.7,5.0,le-wagon
268481,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268479,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268475,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268473,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268461,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268455,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
268454,False,2020,Full Stack Dev,Web Development Course - Full-Time,5.0,5.0,le-wagon
268453,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268452,False,2020,Electromechanical Engineer,Web Development Course - Part-Time,5.0,5.0,le-wagon
268451,False,2020,CEO,Web Development Course - Full-Time,5.0,5.0,le-wagon
268450,False,2020,,Web Development Course - Full-Time,4.7,5.0,le-wagon
268449,False,2019,Wed Dev,Web Development Course - Full-Time,5.0,5.0,le-wagon
268447,False,2019,,Web Development Course - Full-Time,5.0,5.0,le-wagon
268408,False,2020,,Web Development Course - Full-Time,1.0,1.0,le-wagon
268326,False,2020,Product Owner,,5.0,5.0,le-wagon
267968,True,2020,Data Analyst,,4.7,4.0,le-wagon
267635,False,2020,,,4.7,4.0,le-wagon
267600,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
267592,False,2020,Web Developer,,5.0,5.0,le-wagon
267587,False,2020,CEO FULL STACK WEB DEVELOPER UX/UI DESIGNER,Web Development Course - Full-Time,5.0,5.0,le-wagon
267536,False,2020,agile coach,Web Development Course - Full-Time,5.0,5.0,le-wagon
267489,False,2020,,Data Science - Full-Time,5.0,5.0,le-wagon
267484,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
267384,False,2020,Talent recruiter,Web Development Course - Part-Time,4.7,4.0,le-wagon
267293,False,2020,Computer Scientist,Web Development Course - Full-Time,5.0,5.0,le-wagon
267261,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
267187,False,2019,Software Engineer,Web Development Course - Part-Time,5.0,5.0,le-wagon
267180,True,2020,Full Stack Dev,Web Development Course - Full-Time,5.0,5.0,le-wagon
267160,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
267128,False,2020,Financial Services consultant,Web Development Course - Part-Time,5.0,5.0,le-wagon
267122,False,2020,Fullstack web developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
267121,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
267120,False,2020,,,5.0,5.0,le-wagon
267113,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
267108,False,2020,Freelancer,Web Development Course - Part-Time,5.0,5.0,le-wagon
267058,False,2019,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266992,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266978,False,2020,,,5.0,5.0,le-wagon
266967,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266965,False,2020,Junior Software Developer,Web Development Course - Part-Time,5.0,5.0,le-wagon
266943,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266934,False,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
266909,False,2020,Data Consultant,Data Science - Full-Time,5.0,5.0,le-wagon
266900,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266896,False,2020,Software Engineer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266894,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266893,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266880,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266874,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266845,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266840,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266828,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266806,False,2020,Web developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266777,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266703,False,2020,Full-stack developer,Web Development Course - Full-Time,4.7,4.0,le-wagon
266695,False,2020,Full stack developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266666,False,2020,Full Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266630,False,2020,Le Wagon Graduate,Web Development Course - Full-Time,5.0,5.0,le-wagon
266625,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266577,False,2020,,,5.0,5.0,le-wagon
266508,False,2020,Web developer junior,Web Development Course - Full-Time,5.0,5.0,le-wagon
266498,False,2020,Fullstack dev freelancer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266487,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266456,False,2020,Product Manager,Web Development Course - Part-Time,5.0,5.0,le-wagon
266450,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266435,False,2020,Analista Front End,Web Development Course - Full-Time,5.0,5.0,le-wagon
266431,False,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
266404,False,2020,FullStack WebDeveloper,Web Development Course - Full-Time,5.0,5.0,le-wagon
266402,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266399,False,2020,,,5.0,5.0,le-wagon
266395,False,2020,Fullstack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266361,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266337,False,2020,Customer Success,Web Development Course - Full-Time,5.0,5.0,le-wagon
266329,False,2020,Full stack developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266326,False,2020,Wordpress Developer,,5.0,5.0,le-wagon
266299,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266298,False,2020,Full stack developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266277,False,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
266267,False,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
266247,False,2020,Distance Learning Manager,,5.0,5.0,le-wagon
266242,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266233,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266224,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266220,False,2020,Full stack web developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266218,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266217,False,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
266208,False,2020,,Web Development Course - Full-Time,4.3,3.0,le-wagon
266184,False,2020,Full-Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
266171,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266167,False,2020,,Data Science - Full-Time,5.0,5.0,le-wagon
266166,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
266112,False,2020,,Web Development Course - Full-Time,5.0,,le-wagon
266093,False,2019,Web project manager,Web Development Course - Full-Time,5.0,5.0,le-wagon
265971,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265966,True,2020,Fullstack Dev,Web Development Course - Full-Time,5.0,5.0,le-wagon
265962,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265954,False,2020,Web Developer Freelance @ Kintana,Web Development Course - Full-Time,5.0,5.0,le-wagon
265942,False,2020,Urban Engineer,,5.0,5.0,le-wagon
265940,False,2020,Distance Learning Manager,,5.0,5.0,le-wagon
265937,False,2020,Musician / Rails Dev.,Web Development Course - Full-Time,5.0,5.0,le-wagon
265919,False,2020,,Web Development Course - Full-Time,5.0,,le-wagon
265910,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265902,False,2020,Graduate Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265859,False,2019,Full-Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265840,False,2019,Freelance Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265836,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265835,True,2020,,Web Development Course - Full-Time,2.7,1.0,le-wagon
265782,False,2019,CEO @ barnabe.io,Web Development Course - Full-Time,5.0,5.0,le-wagon
265781,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265765,False,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
265763,False,2020,Entrepreneur,Web Development Course - Full-Time,5.0,5.0,le-wagon
265700,False,2020,Application Developer (student),Data Science - Full-Time,5.0,5.0,le-wagon
265669,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265609,False,2020,,,5.0,5.0,le-wagon
265540,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265514,False,2019,Software Engineer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265502,False,2019,,Web Development Course - Full-Time,4.7,4.0,le-wagon
265498,True,2019,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265440,False,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
265428,False,2018,Software Engineer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265419,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265397,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265383,False,2019,Product Owner,Web Development Course - Full-Time,5.0,5.0,le-wagon
265378,False,2020,Data Engineer,Data Science - Full-Time,5.0,5.0,le-wagon
265368,True,2020,Product Manager,Web Development Course - Full-Time,5.0,5.0,le-wagon
265347,False,2020,Full Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265343,False,2020,Web programmer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265342,False,2019,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265339,False,2020,,Web Development Course - Full-Time,5.0,,le-wagon
265338,False,2020,Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265337,False,2020,,,5.0,5.0,le-wagon
265326,False,2020,Full-stack developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265298,False,2020,Account Manager,,4.7,5.0,le-wagon
265295,False,2020,,Web Development Course - Part-Time,5.0,5.0,le-wagon
265278,True,2020,Full Stack Dev,,5.0,5.0,le-wagon
265272,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265244,False,2020,Fullstack Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265235,False,2020,Web Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265212,False,2020,,Data Science - Full-Time,4.7,4.0,le-wagon
265209,False,2017,Founder @Hiboo,Web Development Course - Full-Time,5.0,5.0,le-wagon
265206,False,2020,Freelance Full-Stack Developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265195,True,2020,,Data Science - Full-Time,5.0,5.0,le-wagon
265189,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265185,False,2019,Fullstack Developper - Freelance,Web Development Course - Full-Time,5.0,5.0,le-wagon
265184,False,2019,Student,Web Development Course - Full-Time,5.0,5.0,le-wagon
265157,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265118,False,2019,Technical Project Manager,Web Development Course - Full-Time,4.7,4.0,le-wagon
265105,False,2019,FullStack Engineer,Web Development Course - Full-Time,5.0,5.0,le-wagon
265099,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265098,False,2020,Procurement development manager,Web Development Course - Part-Time,5.0,5.0,le-wagon
265062,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265056,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265033,False,2019,,Web Development Course - Full-Time,5.0,5.0,le-wagon
265032,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264996,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264995,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264993,False,2020,Full stack developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
264992,False,2020,Full stack developper,Web Development Course - Full-Time,5.0,5.0,le-wagon
264988,False,2020,Digital strategy consultant,Web Development Course - Full-Time,5.0,5.0,le-wagon
264966,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264954,False,2020,,,5.0,5.0,le-wagon
264947,False,2020,Product Manager,Web Development Course - Full-Time,5.0,5.0,le-wagon
264929,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264907,False,2018,Business Analyst,Web Development Course - Full-Time,5.0,5.0,le-wagon
264906,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264904,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264897,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264889,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264850,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264839,False,2019,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264838,False,2020,Product Owner,Web Development Course - Full-Time,5.0,5.0,le-wagon
264837,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264834,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264828,False,2019,Web Developper,Web Development Course - Full-Time,5.0,5.0,le-wagon
264826,False,2020,Founder,Web Development Course - Full-Time,5.0,5.0,le-wagon
264807,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264793,False,2020,Associate Technology Consultant,Web Development Course - Part-Time,5.0,5.0,le-wagon
264732,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264606,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264557,False,2020,Full-Stack Web Developer,Web Development Course - Full-Time,4.3,3.0,le-wagon
264529,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264455,False,2020,Dev,Web Development Course - Full-Time,5.0,5.0,le-wagon
264432,False,2019,Analytics and Automation Manager,Web Development Course - Full-Time,4.7,4.0,le-wagon
264430,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264384,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264318,False,2020,Wordpress Developer,,4.7,4.0,le-wagon
264293,True,2020,IT support engineer,Web Development Course - Full-Time,4.7,4.0,le-wagon
264288,False,2019,Product Owner,Web Development Course - Full-Time,5.0,5.0,le-wagon
264282,False,2019,Software Engineer,Web Development Course - Full-Time,4.7,5.0,le-wagon
264281,False,2019,Jr fullstak developer,Web Development Course - Full-Time,5.0,5.0,le-wagon
264244,False,2020,Product Manager,,5.0,5.0,le-wagon
264221,False,2019,Commercial Strategy / Product Owner,Web Development Course - Full-Time,5.0,5.0,le-wagon
264170,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264135,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
264089,False,2020,,Web Development Course - Full-Time,5.0,5.0,le-wagon
263983,False,2020,Country Manager,Web Development Course - Full-Time,5.0,5.0,le-wagon
263947,True,2020,,Web Development Course - Full-Time,4.7,4.0,le-wagon
263931,False,2020,,FullStack program,5.0,5.0,le-wagon
263928,True,2018,,FullStack program,5.0,5.0,le-wagon
263924,False,2020,Front-End Developer,FullStack program,4.7,4.0,le-wagon
263889,False,2020,College Student,FullStack program,5.0,5.0,le-wagon
263850,False,2020,,FullStack program,4.3,4.0,le-wagon
263842,False,2020,Application Developer,FullStack program,4.7,4.0,le-wagon
263803,False,2020,Manager,FullStack program,5.0,5.0,le-wagon
263776,False,2020,,FullStack program,5.0,5.0,le-wagon
263773,False,2020,,FullStack program,5.0,5.0,le-wagon
263770,True,2019,,FullStack program,4.7,4.0,le-wagon
263766,False,2020,,FullStack program,5.0,5.0,le-wagon
263756,False,2020,,FullStack program,4.3,4.0,le-wagon
263751,False,2020,,FullStack program,5.0,5.0,le-wagon
263741,False,2020,,FullStack program,4.0,3.0,le-wagon
263671,False,2020,,FullStack program,5.0,5.0,le-wagon
263661,False,2020,,FullStack program,5.0,5.0,le-wagon
263659,False,2020,,FullStack program,4.3,3.0,le-wagon
263657,False,2020,,,4.3,3.0,le-wagon
263655,False,2020,,FullStack program,5.0,5.0,le-wagon
263651,False,2020,,FullStack program,5.0,5.0,le-wagon
263646,False,2020,,FullStack program,4.7,5.0,le-wagon
263643,False,2020,,FullStack program,5.0,5.0,le-wagon
263642,False,2020,,FullStack program,5.0,5.0,le-wagon
263596,False,2020,,FullStack program,5.0,5.0,le-wagon
263579,False,2020,,FullStack program,5.0,5.0,le-wagon
263547,False,2020,,FullStack program,5.0,5.0,le-wagon
263543,False,2020,,FullStack program,4.7,4.0,le-wagon
263507,False,2020,,FullStack program,5.0,5.0,le-wagon
263503,False,2020,,FullStack program,5.0,5.0,le-wagon
263499,False,2020,,FullStack program,4.7,4.0,le-wagon
263493,False,2020,,FullStack program,4.3,3.0,le-wagon
263481,False,2020,,FullStack program,4.3,4.0,le-wagon
263458,False,2020,,FullStack program,4.7,4.0,le-wagon
263445,False,2020,,FullStack program,5.0,5.0,le-wagon
263440,False,2020,,FullStack program,5.0,5.0,le-wagon
263403,False,2020,,FullStack program,5.0,5.0,le-wagon
263369,False,2020,,FullStack program,4.7,4.0,le-wagon
263368,False,2020,,FullStack program,4.3,3.0,le-wagon
263366,False,2020,,FullStack program,5.0,5.0,le-wagon
263359,False,2020,,FullStack program,4.7,4.0,le-wagon
263324,False,2019,,FullStack program,5.0,5.0,le-wagon
263262,False,2020,,FullStack program,4.7,4.0,le-wagon
263225,False,2020,,FullStack program,5.0,5.0,le-wagon
263221,False,2020,,FullStack program,5.0,5.0,le-wagon
263208,False,2020,,FullStack program,4.3,3.0,le-wagon
263206,False,2020,,FullStack program,4.7,4.0,le-wagon
263202,False,2020,,FullStack program,4.7,4.0,le-wagon
263188,False,2019,,FullStack program,5.0,5.0,le-wagon
263178,False,2020,,FullStack program,5.0,5.0,le-wagon
263177,False,2020,,FullStack program,5.0,5.0,le-wagon
263176,False,2020,,FullStack program,5.0,5.0,le-wagon
263169,False,2020,,FullStack program,5.0,5.0,le-wagon
263153,False,2020,,FullStack program,5.0,5.0,le-wagon
263115,False,2020,,FullStack program,4.7,4.0,le-wagon
263112,False,2020,,FullStack program,4.7,4.0,le-wagon
263111,False,2020,,FullStack program,5.0,5.0,le-wagon
263105,False,2020,,FullStack program,5.0,5.0,le-wagon
263104,False,2020,,FullStack program,5.0,5.0,le-wagon
263103,False,2020,,FullStack program,5.0,5.0,le-wagon
263102,False,2020,,FullStack program,5.0,5.0,le-wagon
263098,False,2020,,FullStack program,5.0,5.0,le-wagon
263081,False,2020,,FullStack program,5.0,5.0,le-wagon
263079,False,2020,,FullStack program,5.0,5.0,le-wagon
263078,False,2020,,FullStack program,5.0,5.0,le-wagon
263066,False,2020,,FullStack program,5.0,5.0,le-wagon
263064,False,2020,,FullStack program,5.0,5.0,le-wagon
263041,False,2020,,FullStack program,4.7,4.0,le-wagon
263040,False,2020,,FullStack program,5.0,5.0,le-wagon
263032,False,2020,,FullStack program,5.0,5.0,le-wagon
263020,False,2020,,FullStack program,5.0,5.0,le-wagon
263015,False,2020,,FullStack program,4.7,4.0,le-wagon
263014,False,2020,,FullStack program,4.7,4.0,le-wagon
263013,False,2020,,FullStack program,5.0,5.0,le-wagon
263000,False,2020,,FullStack program,4.7,4.0,le-wagon
262988,False,2020,,FullStack program,5.0,5.0,le-wagon
262983,False,2020,,FullStack program,5.0,5.0,le-wagon
262979,False,2020,,FullStack program,4.7,4.0,le-wagon
262974,False,2020,,FullStack program,5.0,5.0,le-wagon
262945,False,2020,,FullStack program,4.7,4.0,le-wagon
262918,False,2020,,FullStack program,5.0,5.0,le-wagon
262871,False,2020,,FullStack program,5.0,5.0,le-wagon
262845,False,2020,,FullStack program,5.0,5.0,le-wagon
262830,False,2020,,,5.0,5.0,le-wagon
262822,False,2019,,FullStack program,5.0,5.0,le-wagon
262687,True,2019,,FullStack program,5.0,5.0,le-wagon
262680,False,2019,,FullStack program,5.0,5.0,le-wagon
262679,False,2019,,FullStack program,5.0,5.0,le-wagon
262253,False,2019,,FullStack program,5.0,5.0,le-wagon
262181,False,2019,,FullStack program,5.0,5.0,le-wagon
262151,False,2019,,FullStack program,5.0,5.0,le-wagon
262135,False,2019,,FullStack program,5.0,5.0,le-wagon
262072,False,2019,,FullStack program,5.0,5.0,le-wagon
262062,False,2019,,FullStack program,5.0,5.0,le-wagon
262060,False,2019,,FullStack program,5.0,5.0,le-wagon
262051,False,2019,,FullStack program,5.0,5.0,le-wagon
261938,False,2019,,FullStack program,5.0,5.0,le-wagon
261921,False,2019,,FullStack program,5.0,5.0,le-wagon
261912,False,2019,,FullStack program,5.0,5.0,le-wagon
261896,False,2019,,FullStack program,5.0,5.0,le-wagon
261889,False,2019,,FullStack program,5.0,5.0,le-wagon
261882,False,2019,,FullStack program,5.0,5.0,le-wagon
261881,False,2019,,FullStack program,5.0,5.0,le-wagon
261824,False,2019,,FullStack program,5.0,5.0,le-wagon
261782,False,2019,,FullStack program,5.0,5.0,le-wagon
261747,False,2019,,,5.0,5.0,le-wagon
261621,False,2019,,FullStack program,5.0,5.0,le-wagon
261590,False,2019,,,5.0,5.0,le-wagon
261580,False,2019,,FullStack program,5.0,5.0,le-wagon
261573,False,2019,,FullStack program,4.7,4.0,le-wagon
261536,False,2019,,FullStack program,5.0,5.0,le-wagon
261506,False,2019,,FullStack program,5.0,5.0,le-wagon
261505,False,2019,,FullStack program,5.0,5.0,le-wagon
261483,False,2019,,FullStack program,5.0,5.0,le-wagon
261482,False,2019,,FullStack program,5.0,5.0,le-wagon
261468,False,2019,,FullStack program,5.0,5.0,le-wagon
261420,False,2019,,FullStack program,5.0,5.0,le-wagon
261419,False,2019,,FullStack program,5.0,5.0,le-wagon
261415,False,2019,,,5.0,5.0,le-wagon
261356,False,2019,,FullStack program,5.0,5.0,le-wagon
261347,False,2019,,FullStack program,5.0,5.0,le-wagon
261297,False,2019,,FullStack program,4.7,4.0,le-wagon
261284,False,2019,,FullStack program,5.0,5.0,le-wagon
261278,False,2019,,FullStack program,5.0,5.0,le-wagon
261272,False,2019,,FullStack program,5.0,5.0,le-wagon
261267,False,2019,,FullStack program,5.0,5.0,le-wagon
261255,False,2019,,FullStack program,5.0,5.0,le-wagon
